,ID,Country,Latitude,Longitude,Page,Battle,Year,Participants,War,Winner,Loser,Participant 1,Participant 2,Lehmann Zhukov Scale,Theatre,Polygon,Massacre,Alternative Sources Consulted,Infered Scale,Minor
748,Anbar1258,Iraq,32.8311189,39.3078791,49,Anbar,1258,"['Iran', 'Alamut', 'Iran', 'Baghdad', 'Anbar', 'Muslims', 'Baghdad']",Mongol Invasion of the Middle East,Mongols,Muslim Caliphate,,,,Land,,No,,,
749,,,,,NA,,,,,,,,,,,,,,,
750,Anchialus708,Bulgaria,42.5680485,27.6155705,49,Anchialus,708,"['Byzantine', 'Byzantine']",Byzantine-Bulgarian Wars,Bulgar Khanate,Byzantium,,,,Land,,No,,,
751,,,,,NA,,,,,,,,,,,,,,,
752,Anchialus763,Bulgaria,42.5680485,27.6155705,50,Anchialus,763,"['Byzantine', 'Byzantine', 'Bulgaria']",Byzantine-Bulgar wars,Byzantium,Bulgar Khanate,,,,Land,,No,,,
753,,,,,NA,,,,,,,,,,,,,,,
754,Anchialus917,Bulgaria,42.5680485,27.6155705,50,Anchialus,917,"['Bulgarian', 'Byzantine', 'Muslim']",Later Byzantine-Bulgarian Wars,Bulgar Kingdom,Byzantium,,,,Land,,No,,,
755,,,,,NA,,,,,,,,,,,,,,,
756,Ancona1173,Italy,43.6158299,13.518915,50,Ancona,1173,"['Italy', 'Christian', 'Mainz', 'Ancona', 'Bishop Christian']",Wars of the Lombard League,Archbishopric of Mainz,"Ancona, Lombard League",,,,Land,,No,,,
757,,,,,NA,,,,,,,,,,,,,,,
,Ancona1815,Italy,43.6158299,13.518915,"Showalter, p560",Ancona,1815,,Napoleonic Wars (100 Days Campaign),Habsburg Empire,Kingdom of Naples,,,1,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p560",,
,,,,,,,,,,,,,,,,,,,,
758,Ancona1860,Italy,43.6158299,13.518915,50,Ancona,1860,"['Piedmontese', 'Adriatic']",2nd Italian War of Independence,Piedmont,Papal States,,,2,Land and Sea,,No,"Clodfelter, Warfare and Armed Conflict, p182",,
759,,,,,NA,,,,,,,,,,,,,,,
760,Ancre1916-1917,France,49.9999319,2.4658312,50,Ancre,1916,['German'],['World War'],United Kingdom,Germany,,,,Land,,No,,,
761,,,,,NA,,,,,,,,,,,,,,,
762,Ancrum Moor1545,United Kingdom,55.512251,-2.597781,50,Ancrum Moor,1545,"['Anglo', 'Royal', 'France', 'French', 'Scotland', 'Edinburgh', 'Jed-']",Anglo-Scottish Royal Wars,Scotland,England,,,2,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p322",,
763,,,,,NA,,,,,,,,,,,,,,,
764,Ancyra-235,Turkey,39.9333635,32.8597419,50,Ancyra,-235,"['Ankara', 'Turkey']",War of the Brothers,Antiochus Herax,King Seleiucus,,,,Land,,No,,,
765,,,,,NA,,,,,,,,,,,,,,,
766,Andalsnes1940,Norway,62.5674461,7.68722,50,Andalsnes,1940,"['Norway', 'Anglo', 'French', 'Namsos']",['World War II'],Germany,"United Kingdom, France",,,3,Land,,No,"Clodfelter, Warfare and Armed Conflict, p436",,
767,,,,,NA,,,,,,,,,,,,,,,
768,Anderida491,United Kingdom,50.821948,0.344,51,Anderida,491,"['Britain', 'Anderida', 'Anderida', 'British']",Anglo-Saxon Conquest of Britain,Saxons,Britons,,,,Land,,No,,,
769,,,,,NA,,,,,,,,,,,,,,,
770,Andernach876,Germany,50.426057,7.4086636,51,Andernach,876,"['the Carolingian Empire', 'Charlemagne', 'Germany', 'French', 'Frankish']",Carolingian Imperial Wars,East Franks,West Franks,,,,Land,,No,,,
771,,,,,NA,,,,,,,,,,,,,,,
772,Andernach939,Germany,50.426057,7.4086636,51,Andernach,939,"['German', 'German', 'French', 'Coblenz', 'Franconia']",German Imperial Wars,Emperor Otto of Germany,German Rebels,,,,Land,,No,,,
773,,,,,NA,,,,,,,,,,,,,,,
774,Andernach1114,Germany,50.426057,7.4086636,51,Andernach,1114,"['German', 'Warmstadt', 'German', 'Mainz']",German Civil Wars,German Empire,"Dukedom of Saxony, Bishopric of Mainz",,,,Land,,No,,,
775,,,,,NA,,,,,,,,,,,,,,,
776,Andizhan1876,Uzbekistan,40.8153561,72.28375,51,Andizhan,1876,"['Russian', 'Russian', 'Khanate', 'Russian', 'Russia', 'Turkomans']",Russian Conquest of Central Asia,Russia,Khanate of Khokand,,,,Land,,Battle followed by massacre,,,
777,,,,,NA,,,,,,,,,,,,,,,
778,Andkhui1205,Afghanistan,36.9549975,65.1254488,51,Andkhui,1205,"['Afghanistan', 'the Khwarezmian Empire']",Ghor-Khwarezmian War,Khwarezmian Empire,Afghanistan,,,,Land,,No,,,
779,,,,,NA,,,,,,,,,,,,,,,
780,Andriba1895,Madagascar,-16.8667188,41.1850126,51,Andriba,1895,"['French', 'Madagascar', 'Tsarasoatra', 'The   French']",French Conquest of Madagascar,France,Madagascar,,,,Land,,No,,,
781,,,,,NA,,,,,,,,,,,,,,,
782,Andros-245,Greece,37.8381472,24.9385943,51,Andros,-245,"['Macedonian-Egyptian', 'Syria', 'Asia Minor']",Macedonian Wars,Macedon,Ptolmeic Egypt,,,,Sea,,No,,,
783,,,,,NA,,,,,,,,,,,,,,,
784,Anegawa1570,Japan,35.3814119,139.2511006,52,Anegawa,1570,"['Warring States', 'Oda Nobunaga', 'Kyoto', 'Toyotomi', 'Odani']",Japan's Warring States Period,"Oda Nobunaga, Tokugawa Ieyasu","Asakura Yoshikage, Asai Nagamasa",,,3,Land,,No,"Clodfelter, Warfare and Armed Conflict, p29",,
785,,,,,NA,,,,,,,,,,,,,,,
786,Anfao1493,Mali,16.0053295,0.2069705,52,Anfao,1493,"['Songhai', 'the Songhai Empire', 'West  Africa']",Wars of the Songhai Empire,Rebel General Mohammed Aski,Songhai Empire,,,,Land,,No,,,
787,,,,,NA,,,,,,,,,,,,,,,
788,Angamos1879,Chile,-22.9815639,-70.6969252,52,Angamos,1879,"['Peruvian', 'Huascar (Rear Admiral', 'Chilean']",['y War of the Pacific                   '],Chile,Peru,,,1,Sea,,No,"Clodfelter, Warfare and Armed Conflict, p324",1,1
789,,,,,NA,,,,,,,,,,,,,,,
790,Angaur1944,Palau,6.909223,134.1387934,52,Angaur,1944,"['American', 'Philippines', 'Peliliu']",['World War II'],United States,Japan,,,2,Land,,No,"Clodfelter, Warfare and Armed Conflict, p510",1,
791,,,,,NA,,,,,,,,,,,,,,,
792,Angers1793,France,47.4711616,-0.5518257,52,Angers,1793,"['French', 'Angers', 'Vendeeans']",French Revolutionary Wars,French Revolutionary Government,Vendeen Rebels,,,2,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p501",,
793,,,,,NA,,,,,,,,,,,,,,,
794,Anghiari1440,Italy,43.540103,12.0521433,52,Anghiari,1440,"['Venetian-Milanese', 'Venice', 'Milanese', 'Piccinino', 'Venetian', 'Arezzo', 'Piccinino']",Venetian-Milanese Wars,"Florence, Papal States",Milan,,,,Land,,No,,,
795,,,,,NA,,,,,,,,,,,,,,,
796,Angkor1430-1431,Cambodia,13.4124693,103.8669857,52,Angkor,1430,"['Cambodia', 'Bangkok', 'Cambodia', 'Angkor', 'Thai']",Thai Invasion of Cambodia,Ayutthya,Khymer Kingdom,,,,Land,,No,,,
797,,,,,NA,,,,,,,,,,,,,,,
798,Angolpo1592,South Korea,35.1648323,128.9302497,52,Angolpo,1592,"['Japanese', 'Korea', 'Korea', 'Korean', 'Japanese']",Japanese Invasion of Korea,Korea,Japan,,,,Sea,,No,,,
799,,,,,NA,,,,,,,,,,,,,,,
800,Angora1402,Turkey,39.9333635,32.8597419,53,Angora,1402,"['Baghdad', 'Anatolia', 'Ottoman Turkish', 'Angora', 'Ankara', 'Samarkand', 'Egypt', 'Syria']",Conquests of Tamerlane,Timurid Empire,Ottomans,,,5,Land,,No,"Harbottle's Dictionary of Battles, George Bruce, 1979, p22",,
801,,,,,NA,,,,,,,,,,,,,,,
802,"Angostura, Paraguay1868",Paraguay,-25.520193,-57.5358816,53,"Angostura, Paraguay",1868,"['Humaita', 'British', 'Paraguay']",War of the Triple Alliance,Brazil,Paraguay,,,2,Land and Sea,,No,"Clodfelter, Warfare and Armed Conflict, p321",,
803,,,,,NA,,,,,,,,,,,,,,,
804,"Angostura, Venezuela1817",Venezuela,8.0882791,-63.5535552,53,"Angostura, Venezuela",1817,"['Venezuela', 'Venezuelan', 'San Felix', 'Spanish']",Venezuelan War of Independence,Venezuelan Rebels,Spain,,,,Land,,No,,,
805,,,,,NA,,,,,,,,,,,,,,,
806,Anholt1811,Denmark,56.7119956,11.5547024,53,Anholt,1811,"['Napoleonic', 'British']",Napoleonic Wars (5th Coalition),United Kingdom,Denmark,,,1,Land and Sea,,No,,,
807,,,,,NA,,,,,,,,,,,,,,,
808,Anhui Incident1941,China,30.6006773,117.9249002,53,Anhui Incident,1941,"['Sino-Japanese', 'Nationalist', 'Chinese', 'Maolin', 'Anhui', 'Hangzhou', 'anti-Japanese']",Sino-Japanese War,Chinese Nationalists,Chinese Communists,,,,Land,,No,,1,
809,,,,,NA,,,,,,,,,,,,,,,
,Anil1886,Mexico,25.9664053,-109.0571847,"Clodfelter, p301",Anil,1886,,Mexico-Yaqui War,Mexico,Yaqui,,,1,Land,,Battle followed by massacre,"Clodfelter, Warfare and Armed Conflict, p301",,
,,,,,,,,,,,,,,,,,,,,
810,Anjar1625,Lebanon,33.7285277,35.9346553,53,Anjar,1625,"['Turkish', 'Ottoman', 'Lebanon', 'Maronite', 'Beylerbey', 'Damascus', 'Syria', 'Lebanon', 'Palestine']",Turkish-Druze War,"Druze, Maronites",Lebanese Tribes,,,,Land,,No,,,
811,,,,,NA,,,,,,,,,,,,,,,
812,An Loc1972,Vietnam,12.0548469,106.1487281,54,An Loc,1972,"['North          ', 'Vietnamese', 'Cambodia', 'Saigon', 'American', 'South Vietnamese']",['Vietnam War                           '],"South Vietnam, United States","North Vietnam, Viet Cong",,,3,Land,,No,"Clodfelter, Warfare and Armed Conflict, p696",1,
813,,,,,NA,,,,,,,,,,,,,,,
814,Annan1332,United Kingdom,54.990246,-3.259773,54,Annan,1332,['Anglo'],['Scottish War'],Rebel Scottish Lords,Edward Balliol,,,,Land,,No,,,
815,,,,,NA,,,,,,,,,,,,,,,
816,Annapolis Royal1744,Canada,44.7433286,-65.5266181,54,Annapolis Royal,1744,"['French', 'British', 'Duvivier']",['the War of the Spanish Succession'],United Kingdom,France,,,1,Land and Sea,,No,1,1,
817,,,,,NA,,,,,,,,,,,,,,,
818,Anqing1853,China,30.531919,117.115101,54,Anqing,1853,[],Taiping War,Taiping,China,,,,Land,,No,,,
819,,,,,NA,,,,,,,,,,,,,,,
820,Anqing1860-1861,China,30.531919,117.115101,54,Anqing,1860,"['Anhui Province', 'Anqing', 'Shanghai']",Taiping War,China,Taiping,,,4,Land,,Battle followed by massacre,"Clodfelter, Warfare and Armed Conflict, p229",,
821,,,,,NA,,,,,,,,,,,,,,,
822,Ansi-song645,China,40.8276111,122.4545394,54,Ansi-song,645,"['Sino-Korean', 'Chinese', 'North         ', 'Korean', 'Koguryo', 'Liaodong', 'China', 'Korean', 'Pyongyang']",Sino-Korean War,Koguryo,China,,,3,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p175",,
823,,,,,NA,,,,,,,,,,,,,,,
824,Antelope Hills1858,United States,32.9312215,-99.3974468,54,Antelope Hills,1858,"['Indian', 'Indian', 'Canadian', 'Oklahoma']",Comanche Wars,United States ,Comanches,,,1,Land,,No,"Clodfelter, Warfare and Armed Conflict, p266-267",,1
825,,,,,NA,,,,,,,,,,,,,,,
826,Antietam1862,United States,39.4687452,-77.740981,55,Antietam,1862,"['Maryland', 'Antietam Creek', 'Sharpsburg', 'Virginia']",US Civil War,United States of America,Confederate States of America,,,3,Land,,No,"Encyclopedia of Warfare, Showalter, p677",,
827,,,,,NA,,,,,,,,,,,,,,,
828,"Antioch, Anatolia1211",Turkey,38.2938368,31.1598373,55,"Antioch, Anatolia",1211,"['Anatolia', 'Nicaea', 'Latin', 'Seljuq', 'Anatolia']",Latin-Byzantine Imperial War,Byzantine Nicea,"Latin Constantinople, Seljuks, former Byzantine ruler Alexis",,,,Land,,No,,,
829,,,,,NA,,,,,,,,,,,,,,,
830,"Antioch, Syria-244",Turkey,36.1968031,36.1612344,55,"Antioch, Syria",-244,"['Syria', 'Syrian', 'Egypt', 'Syria', 'Antakya']",3rd Syrian War,Ptolmeic Egypt,Seleucids,,,,Land,,No,,,
831,,,,,NA,,,,,,,,,,,,,,,
832,"Antioch, Syria540",Turkey,36.1968031,36.1612344,55,"Antioch, Syria",540,"['Antioch', 'Syria', 'Byzantine']",Byzantine-Persian Wars,Persia,Byzantium,,,,Land,,Battle followed by massacre,,,
833,,,,,NA,,,,,,,,,,,,,,,
834,"Antioch, Syria611",Turkey,36.1968031,36.1612344,55,"Antioch, Syria",611,"['Syria', 'Byzantine', 'Syria', 'Byzantine', 'Persian', 'Byzantine', 'Syria', 'Persians']",Byzantine-Persian Wars,Persia,Byzantium,,,,Land,,No,,,
835,,,,,NA,,,,,,,,,,,,,,,
836,"Antioch, Syria969",Turkey,36.1968031,36.1612344,55,"Antioch, Syria",969,"['Syria', 'Muslim', 'Arabs', 'Syria', 'Arab', 'Nicephorus']",Later Byzantine-Muslim Wars,Byzantium,Muslims,,,,Land,,No,,,
837,,,,,NA,,,,,,,,,,,,,,,
838,"Antioch, Syria1085",Turkey,36.1968031,36.1612344,55,"Antioch, Syria",1085,"['Syria', 'Turkish', 'Christian', 'Turkish', 'Byzantine']",Byzantine-Turkish Wars,Seljuk Turks,Byzantium,,,,Land,,No,,,
839,,,,,NA,,,,,,,,,,,,,,,
840,"Antioch, Syria1097",Turkey,36.1968031,36.1612344,55,"Antioch, Syria",1097,"['Antioch', 'Syria']",1st Crusade,Seljik Turks,Crusaders,,,,Land,,No,,,
841,,,,,NA,,,,,,,,,,,,,,,
842,"Antioch, Syria1097-1098",Turkey,36.1968031,36.1612344,56,"Antioch, Syria",1097,"['Syria', 'Crusader-', 'Muslim', 'Turkish', 'Ilghazi', 'Balat', 'Ilghazi']",Crusader Muslim Wars,Crusaders,Seljuk Turks,,,3,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p214. Encyclopedia Britannica give Turkish numbers as 70,000 including relief force https://www.britannica.com/event/Siege-of-Antioch-1097-1098",,
843,,,,,NA,,,,,,,,,,,,,,,
844,"Antioch, Syria1119",Turkey,36.1968031,36.1612344,56,"Antioch, Syria",1119,"['Syria', 'Crusader-Muslim', 'Christian', 'Tripoli']",Later Crusader Muslim Wars,Artuqid Turks,Crusader Principality of Antioch,,,3,Land,,No,"Tibble, Steve (2018). The Crusader Armies 1099-1187. New Haven and London: Yale University Press, p271; Hutcinson's Dictionary of Ancient and Medieval Warfare, ""Field of Blood, Battle of the""",,
845,,,,,NA,,,,,,,,,,,,,,,
846,Antioch1268,Turkey,36.2022842,36.1613221,56,Antioch,1268,[],Later Crusader-Muslim Wars,Mamluks ,Principality of Antioch,,,,Land,,Battle followed by massacre,,,
847,,,,,NA,,,,,,,,,,,,,,,
848,Antium1378,Italy,41.4495955,12.6197253,56,Antium,1378,['Venice'],War of Chioggia,Venice,Genoa,,,,Sea,,No,,,
849,,,,,NA,,,,,,,,,,,,,,,
850,Antrim1798,United Kingdom,54.7195338,-6.2072498,56,Antrim,1798,"['Irish', 'Kildare', 'Donegore', 'Belfast']",Irish Rebellion,United Kingdom,Irish Rebels,,,2,Land,,No,,,
851,,,,,NA,,,,,,,,,,,,,,,
,Antukyah1531,Ethiopia,11.0212514,39.475692,"Showalter, p321",Antukyah,1531,,Ethiopian-Adal War,Adal Sultanate,Ethiopia,,,3,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p321",,
,,,,,,,,,,,,,,,,,,,,
852,Antwerp1576,Belgium,51.2194475,4.4024643,56,Antwerp,1576,"['Spanish', 'Netherlands', 'Walloon', 'Antwerp', 'Spanish']",Netherlands War of Independence,Spain,Walloons,,,2,Land,,Battle followed by massacre,"Harbottle's Dictionary of Battles, George Bruce, 1979, p22",,
853,,,,,NA,,,,,,,,,,,,,,,
854,Antwerp1584-1585,Belgium,51.2194475,4.4024643,56,Antwerp,1584,"['Spanish', 'Antwerp', 'Dutch', 'Antwerp']",Netherlands War of Independence,Spain,Netherlands,,,3,Land,,No,"Besieged, Paul K Davis, p116-117",,
855,,,,,NA,,,,,,,,,,,,,,,
856,Antwerp1830,Belgium,51.2194475,4.4024643,57,Antwerp,1830,"['Dutch', 'Dutch', 'Chasse', 'Belgium', 'Chasse']",['Belgian War'],Netherlands,Belgium,,,,Land,,No,,,
857,,,,,NA,,,,,,,,,,,,,,,
858,Antwerp1832,Belgium,51.2194475,4.4024643,57,Antwerp,1832,"['Belgian', 'Dutch', 'Dutch', 'Belgium', 'French', 'Dutch', 'Antwerp', 'British']",['Belgian War'],"Belgian Rebels, France, United Kingdom",Netherlands,,,3,Land and Sea,,No,"Clodfelter, Warfare and Armed Conflict, p174",,
859,,,,,NA,,,,,,,,,,,,,,,
860,Antwerp1914,Belgium,51.2194475,4.4024643,57,Antwerp,1914,"['Belgians', 'German', 'Liege', 'Brussels', 'Antwerp', 'Belgian']",['World War I                       '],Germany,Belgium,,,4,Land,AWP1914,No,"Harbottle's Dictionary of Battles, George Bruce, 1979, p22",,
861,,,,,NA,,,,,,,,,,,,,,,
862,Antwerp1944,Belgium,51.2194475,4.4024643,57,Antwerp,1944,"['British', 'Belgian', 'German', 'Breskens']",['World War II'],United Kingdom,Germany,,,4,Land,,No,"Clodfelter, Warfare and Armed Conflict, p476",1,
863,,,,,NA,,,,,,,,,,,,,,,
864,Anual1921,Morocco,35.1247852,-3.6050608,57,Anual,1921,['Spains'],Spanish Rif War,Rif Rebels,Spain,,,2,Land,,No,"Clodfelter, Warfare and Armed Conflict, p354",,
865,,,,,NA,,,,,,,,,,,,,,,
866,Anzac1915,Turkey,40.2449389,26.2818756,57,Anzac,1915,"['British', 'Helles', 'British']",['World War'],Turkey,"United Kingdom, France, Australia, New Zealand",,,3,Land,,No,1,,
867,,,,,NA,,,,,,,,,,,,,,,
868,Anzio1944,Italy,41.4495955,12.6197253,57,Anzio,1944,"['Anglo', 'Italian', 'Anzio', 'Rome', 'German', 'Rome']",['World War II'],"United States, United Kingdom",Germany,,,4,Land and Sea,ANZIO,No,"Encyclopedia of Warfare, Showalter, 2014, p821; Clodfelter, Warfare and Armed Conflict, p469; Chasseaud, Peter, Mapping the Second World War, p183",,
869,,,,,NA,,,,,,,,,,,,,,,
870,Aong1857,India,25.9203837,80.7964158,57,Aong,1857,"['Indian', 'British', 'Allahabad', 'Fatehpur', 'Aong']",Indian Mutiny,United Kingdom,Indian Rebels,,,,Land,,No,,,
871,,,,,NA,,,,,,,,,,,,,,,
872,Aornos-327,Pakistan,34.834739,72.8354119,57,Aornos,-327,"['the Sogdian Rock', 'India', 'Aornos']",Conquests of Alexander the Great,,,,,,Land,,No,,,
873,,,,,NA,,,,,,,,,,,,,,,
874,Aous-198,Albania,40.644251,19.317801,58,Aous,-198,"['Rome', 'Greece', 'Albania']",2nd Macedonian War,Rome,Macedonia,,,2,Land,,No,"Harbottle's Dictionary of Battles, George Bruce, 1979, p32",,
875,,,,,NA,,,,,,,,,,,,,,,
876,Aozou1987,Chad,21.8163242,17.4307172,58,Aozou,1987,"['Chad', 'Aozou Strip', 'Libya', 'Aozou', 'Libyans', 'Libyan', 'Libya', 'Chad']",Chad-Libyan War,Chad,Libya,,,1,Land,,No,"Clodfelter, Warfare and Armed Conflict, p557",,
877,,,,,NA,,,,,,,,,,,,,,,
878,Apache Pass1862,United States,32.1517466,-109.485108,58,Apache Pass,1862,"['Indian', 'Tucson', 'Arizona', 'Californian']",Apache Indian Wars,United States,Apaches,,,1,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p605",,
879,,,,,NA,,,,,,,,,,,,,,,
880,Apacheta1814,Peru,-15.3863889,-72.1827778,58,Apacheta,1814,"['Indian', 'Apacheta']",['Peruvian War'],Peruvian Rebels,Spain,,,,Land,,No,,,
881,,,,,NA,,,,,,,,,,,,,,,
882,Apadna503,Turkey,37.9229071,40.0926378,58,Apadna,503,"['Sassanid', 'Persia', 'Amida', 'Turkey', 'Apadna', 'Persian']",Byzantine-Persian Wars,Sassanid Persia,Byzantium,,,,Land,,No,,,
883,,,,,NA,,,,,,,,,,,,,,,
884,Apaneca1876,El Salvador,13.8563303,-89.8036636,58,Apaneca,1876,"['Central American', 'Honduras', 'Comayagua', 'Guatemala', 'El Salvador', 'Ahuachapan', 'Salvadoran', 'Pasequina']",Central American National Wars,Guatemala,El Salvador,,,,Land,,No,,,
885,,,,,NA,,,,,,,,,,,,,,,
886,Ap Bac1963,United States,10.1228574,107.1577884,58,Ap Bac,1963,"['South Vietnamese', 'US', 'Saigon']",['y Vietnam War'],Viet Cong,South Vietnam,,,1,Land,,No,"Clodfelter, Warfare and Armed Conflict, p668",,
887,,,,,NA,,,,,,,,,,,,,,,
888,Ap Chinh An1966,Vietnam,16.666667,107.4144783,58,Ap Chinh An,1966,"['North Vietnamese', 'Hue', 'American', 'South      ']",['Vietnam War'],"United States, South Vietnam",North Vietnam,,,,Land,,No,,,
889,,,,,NA,,,,,,,,,,,,,,,
890,Apeleg1883,Argentina,-42.782379,-65.0224295,59,Apeleg,1883,"['Araucanos Indians', 'Apeleg', 'Indians']",['y War of the Desert'],Argentina,Mapuche Rebels,,,1,Land,,No,,1,
891,,,,,NA,,,,,,,,,,,,,,,
892,Apennines1944,Italy,42.4672931,10.3255093,59,Apennines,1944,"['British', 'Italy', 'American', 'Bologna']",['World War II'],Germany,United States,,,4,Land,GOTH44,No,For shapefile - https://www.westpoint.edu/sites/default/files/inline-images/academics/academic_departments/history/WWII%20Europe/WWIIEurope51.pdf,1,
893,,,,,NA,,,,,,,,,,,,,,,
894,Apollonia-220,Iraq,35.9053883,43.9649143,59,Apollonia,-220,"['Syrian', 'Syrian', 'Mesopotamia']",['Civil War'],Emperor Anthiochus,Governor Molon,,,,Land,,No,For location http://www.perseus.tufts.edu/hopper/text?doc=Perseus%3Atext%3A1999.04.0064%3Aalphabetic+letter%3DA%3Aentry+group%3D11%3Aentry%3Dapollonia-geo02,,
895,,,,,NA,,,,,,,,,,,,,,,
896,Appomattox Court House1865,United States,37.3775201,-78.7981956,59,Appomattox Court House,1865,"['Petersburg', 'Appomattox']",US Civil War,United States of America,Confederate States of America,,,4,Land,,No,"Encyclopedia of Battles, Eggenberger, 2014, p23",,
897,,,,,NA,,,,,,,,,,,,,,,
898,Appomattox Station1865,United States,37.3570447,-78.8474112,59,Appomattox Station,1865,"['American', 'Petersburg', 'Virginia']",US Civil War,United States of America,Confederate States of America,,,4,Land,,No,"Encyclopedia of Battles, Eggenberger, 2014, p23",,
899,,,,,NA,,,,,,,,,,,,,,,
900,Aprus1305,Turkey,35.2480359,33.6577243,59,Aprus,1305,"['Catalan', 'Turks', 'Asia Minor', 'Catalans', 'Thrace', 'Greece']",Wars of the Catalan Company,Catalan Mercenaries,Byzantium,,,2,Land,,No,"Hutchinson's Dictionary of Ancient and Medieval Warfare, 'Apros, Battle of'. The scale may have been even higher than 2 since in addition to 14,000 cavalry, the Byzantines had 'many' infantry",,
901,,,,,NA,,,,,,,,,,,,,,,
902,Apulia1155,Italy,41.242677,17.5814373,59,Apulia,1155,"['Italy', 'Apulia']",1st Byzantine-Sicilian War,Byzantium,Kingdom of Sicily,,,,Sea,,No,,,
903,,,,,NA,,,,,,,,,,,,,,,
904,Aqaba1917,Jordan,29.5320522,35.0063209,60,Aqaba,1917,"['Wejh', 'Arab', 'British', 'Aqaba', 'Arabs', 'Turkish', 'Arab', 'British', 'Egypt', 'Palestine']",['World War I'],Arab Rebels,Turkey,,,1,Land,,No,"Clodfelter, Warfare and Armed Conflict, p422",,
905,,,,,NA,,,,,,,,,,,,,,,
906,Aquae Saravenae979,Turkey,39.8278723,34.7592535,60,Aquae Saravenae,979,"['Byzantine', 'Pancalia', 'Armenians', 'Halys', 'Yozgat', 'Turkey']",Byzantine Military Rebellion,Byzantium,Rebel Bardus Sclerus,,,,Land,,No,,,
907,,,,,NA,,,,,,,,,,,,,,,
908,Aquae Sextiae-102,Italy,43.5359199,5.247853,60,Aquae Sextiae,-102,"['Gaul', 'Germanic', 'Aquae', 'Italy']",Rome's Gallic Wars,Rome,"Teutones, Cimbri",,,4,Land,,No,"Encyclopedia of Military History, Dupuy and Dupuy, p91",,
909,,,,,NA,,,,,,,,,,,,,,,
910,Aqua Portora742,Spain,40.4386808,-3.7097243,60,Aqua Portora,742,"['Muslim', 'Muslim', 'Spain', 'Syria', 'Ummaya', 'Katan']",Muslim Civil Wars,Bald ibn Bishr,ibn Qatan of al Andalus,,,3,Land,,No,"Early Islamic Spain: The History of Ibn Qutiyah, David James, p61",,
911,,,,,NA,,,,,,,,,,,,,,,
912,Aquia Creek1861,United States,38.4106142,-77.3406827,60,Aquia Creek,1861,['Stafford'],US Civil War,Draw,,United States,Confederate States of America,,Land and Sea,,No,,,
913,,,,,NA,,,,,,,,,,,,,,,
914,Aquila1424,Italy,42.3498479,13.3995091,60,Aquila,1424,"['Naples', 'Aragon', 'Aquila', 'Montone', 'Milan']",Condotierre Wars,Muzzio Sforza,Braccio da Montone,,,,Land,,No,,,
915,,,,,NA,,,,,,,,,,,,,,,
916,Aquileia166,Italy,45.7681691,13.3687199,60,Aquileia,166,"['German', 'Italy', 'Italy', 'Aquileia', 'Adriatic', 'Italy', 'Roman']",German Invasion of Italy,Rome,Germanic Tribes,,,,Land,,No,,,
917,,,,,NA,,,,,,,,,,,,,,,
918,Aquileia240,Italy,45.7681691,13.3687199,60,Aquileia,240,"['Roman', 'Roman']",Roman Military Civil Wars,Roman Senate,Gaius Julius    Maximinus,,,,Land,,No,,,
919,,,,,NA,,,,,,,,,,,,,,,
920,Aquileia340,Italy,45.7681691,13.3687199,61,Aquileia,340,"['Adriatic', 'Constans']",Roman Wars of Succession,Constans,Constantine II,,,,Land,,No,,,
921,,,,,NA,,,,,,,,,,,,,,,
922,Aquileia388,Italy,45.7681691,13.3687199,61,Aquileia,388,"['Roman', 'Britain', 'Italy', 'Maximus']",Later Roman Military Civil Wars,Byzantium,Magnus Clemens Maximus,,,,Land,,No,,,
923,,,,,NA,,,,,,,,,,,,,,,
924,Aquileia452,Italy,45.7681691,13.3687199,61,Aquileia,452,"['Roman Empire', 'Italy', 'Venice']",Hun Invasion of the Roman Empire,Huns,Rome,,,,Land,,No,,,
925,,,,,NA,,,,,,,,,,,,,,,
926,Aquilonia-293,Italy,40.9965681,15.488828,61,Aquilonia,-293,[],Samnite War,Rome,Samnites,,,,Land,,No,,,
927,,,,,NA,,,,,,,,,,,,,,,
928,Arachova1826,Greece,38.4800003,22.5843667,61,Arachova,1826,"['Chaidari', 'Acropolis', 'Ottoman', 'Arachova', 'Levadia', 'Turks', 'Turks', 'Distomo']",['Greek War'],Greek Rebels,Ottoman Empire,,,1,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p587",,
929,,,,,NA,,,,,,,,,,,,,,,
930,Aragua de Barcelona1814,Venezuela,10.0635758,-67.2847875,61,Aragua de Barcelona,1814,['Venezuelan'],['War of Independence'],Spain,Venezuelan Rebels,,,2,Land,,Battle followed by massacre,"Clodfelter, Warfare and Armed Conflict, p310",,
