,ID,Country,Latitude,Longitude,Page,Battle,Year,Participants,War,Winner,Loser,Participant 1,Participant 2,Lehmann Zhukov Scale,Theatre,Polygon,Massacre,Alternative Sources Consulted,Infered Scale,Minor
13288,San Juan Hill1898,Cuba,20.0208529,-75.8081992,900,San Juan Hill,1898,[],Spanish-American War,United States,Spain,,,,Land,,No,,,
13289,,,,,NA,,,,,,,,,,,,,,,
,San Lorenzo1670,Panama,9.2139214,-79.7097176,"Clodfelter, p65",San Lorenzo,1670,,Morgan's Raids on Panama,England,Spain,,,1,Land,,No,"Clodfelter, Warfare and Armed Conflict, p65",,
,,,,,,,,,,,,,,,,,,,,
13290,"San Lorenzo, Argentina1813",Argentina,-32.9357045,-60.686889,900,"San Lorenzo, Argentina",1813,"['San Lorenzo', 'Argentina', 'Spanish', 'Royalist', 'Zabala', 'San Lorenzo']",Argentine War of Independence,Argentine Rebels,Spain,,,1,Land and Sea,,No,,1,
13291,,,,,NA,,,,,,,,,,,,,,,
13292,"San Lorenzo, Mexico1863",Mexico,16.6131919,-94.5317468,900,"San Lorenzo, Mexico",1863,"['San Lorenzo', 'Mexico', 'Mexican', 'Puebla', 'French', 'Mexico City', 'San Lorenzo', 'Mexicans', 'French']",Mexican French War,France,Mexico,,,,Land,,No,,,
13293,,,,,NA,,,,,,,,,,,,,,,
13294,"San Lorenzo, Mexico1867",Mexico,16.6131919,-94.5317468,900,"San Lorenzo, Mexico",1867,"['San Lorenzo', 'Mexico', 'Imperial-Mexican', 'Mexico City', 'San Lorenzo', 'Mexico City']",Mexican French War,Mexican Liberals,Mexican Conservatives,,,1,Land,,No,"Clodfelter, Warfare and Armed Conflict, p305",,
13295,,,,,NA,,,,,,,,,,,,,,,
13296,"San Lorenzo, Spain (1st)1794",Spain,42.3212631,2.7854286,900,"San Lorenzo, Spain (1st)",1794,"['Spain', 'French', 'Spanish']",French Revolutionary Wars (1st Coalition),Spain,France,,,2,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p499",,
13297,,,,,NA,,,,,,,,,,,,,,,
13298,San Lucas Sacatepequez1871,Guatemala,14.6081436,-90.6695788,901,San Lucas Sacatepequez,1871,"['San Lucas Sacatepequez', 'Tacan', 'Antigua', 'San Lucas Sacatepequez', 'Guatemala City']",Central American National Wars,Guatemalan Rebels,Guatemala,,,,Land,,No,,,
13299,,,,,NA,,,,,,,,,,,,,,,
13300,San Luis Potosi1863,Mexico,22.1128637,-101.02611,901,San Luis Potosi,1863,"['San Luis', 'San Luis Potosi', 'Negretes']",Mexican-French War,Mexican Conservatives,Mexican Liberals,,,,Land,,No,,,
13301,,,,,NA,,,,,,,,,,,,,,,
13302,San Marcial1813,Spain,43.3380021,-1.7915906,901,San Marcial,1813,"['San Marcial y 1813 y', 'San Sebastian']",Napoleonic Wars,Spain,France,,,3,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p543",,
13303,,,,,NA,,,,,,,,,,,,,,,
13304,"San Marcos, Honduras1876",Honduras,14.4107757,-88.9614058,901,"San Marcos, Honduras",1876,"['San Marcos', 'Honduras', 'Honduras', 'Medina', 'El Naranja']",Central American National Wars,Honduras,Honduran Rebels,,,,Land,,No,,,
13305,,,,,NA,,,,,,,,,,,,,,,
13306,"San Marcos, Venezuela1813",Venezuela,8.719931,-69.6838267,901,"San Marcos, Venezuela",1813,"['San Marcos', 'Venezuela', 'Venezuela', 'Republican']",Venezuelan War of Independence,Spain,Venezuelan Rebels,,,1,Land,,No,,1,
13307,,,,,NA,,,,,,,,,,,,,,,
13308,San Marcos de Colon1907,Honduras,13.4407113,-86.8302734,901,San Marcos de Colon,1907,"['Honduras', 'Hondurans', 'Namasigue']",Nicaraguan-Honduran War,Nicaragua,Honduras,,,,Land,,No,,,
13309,,,,,NA,,,,,,,,,,,,,,,
13310,"San Mateo, Philippines1896",Philippines,14.6821594,121.1168994,901,"San Mateo, Philippines",1896,"['Philippines', 'Monte']",Philippines War of Independence,Spain,Katipunero Rebels,,,,Land,,No,,,
13311,,,,,NA,,,,,,,,,,,,,,,
13312,"San Mateo, Philippines1899",Philippines,14.8742,121.1261113,902,"San Mateo, Philippines",1899,"['San Mateo', 'Philippines', 'Philippine', 'Manila', 'American', 'San  Mateo', 'Manila']",Philippine American War,Philippines,United States,,,,Land,,No,,,
13313,,,,,NA,,,,,,,,,,,,,,,
13314,"San Mateo, Venezuela1814",Venezuela,10.2152464,-67.439944,902,"San Mateo, Venezuela",1814,"['San Mateo', 'Venezuela', 'Venezuela', 'San Mateo', 'Spanish', 'Spanish', 'San Mateo']",Venezuelan War of Independence,Venezuelan Rebels,Spain,,,2,Land,,No,"Clodfelter, Warfare and Armed Conflict, p310",,
13315,,,,,NA,,,,,,,,,,,,,,,
13316,San Millan1813,Spain,42.3285933,-2.8671631,902,San Millan,1813,"['San Millan', 'Napoleonic', 'Vitoria', 'French', 'Ebro', 'San Millan de la Cogolla']",Napoleonic Wars,United Kingdom,France,,,,Land,,No,,,
13317,,,,,NA,,,,,,,,,,,,,,,
13318,Sannahs Post1916,South Africa,-29.15722,26.535556,902,Sannahs Post,1900,['Bloemfontein'],2nd Anglo-Boer War,"Orange Free State, Transvaal",United Kingdom,,,1,Land,,No,"Osprey Guide to the Boer War, 1899-1902, Gregory Fremont Barnes, p83",,1
13319,,,,,NA,,,,,,,,,,,,,,,
13320,Sannaiyat1916,Iraq,32.621765,46.0228293,902,Sannaiyat,1916,"['Indian', 'Turks', 'British']",World War I,Ottoman Empire,United Kingdom,,,3,Land,,No,"Clodfelter, Warfare and Armed Conflict, p415",1,
13321,,,,,NA,,,,,,,,,,,,,,,
13322,San Nicolas1811,Argentina,-32.9621145,-61.3222443,NA,San Nicolas,1811,[],Argentine War of Independence,Spain,Argentine Rebels,,,,Sea,,No,,,
13323,,,,,NA,,,,,,,,,,,,,,,
13324,San Pascual1846,United States,33.0884334,-116.9850433,903,San Pascual,1846,"['American', 'San Diego', 'San Pascual', 'Spanish-Californian', 'San                                                     Diego', 'San                                                     Gabriel']",American Mexican War,Draw,,United States,Mexico,1,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p647",,1
13325,,,,,NA,,,,,,,,,,,,,,,
13326,San Patricio1836,United States,28.0004523,-97.8026886,903,San Patricio,1836,"['San Patricio', 'Texan', 'Mexican', 'Santa Anna', 'Texas', 'San                                                     Antonio', 'Texan', 'Texan']",Texan Wars of Independence,Mexico,Texan Rebels,,,,Land,,No,,,
13327,,,,,NA,,,,,,,,,,,,,,,
13328,"San Pedro, Venezuela1892",Venezuela,10.3691397,-67.0963788,903,"San Pedro, Venezuela",1892,"['San Pedro', 'Venezuela', 'San Pedro', 'Los Tegues', 'Caracas']",Venezuelan Civil Wars,Venezuelan Rebels,Venezuela,,,,Land,,No,,,
13329,,,,,NA,,,,,,,,,,,,,,,
13330,San Pedro Perulapan1839,El Salvador,13.767689,-89.0407562,903,San Pedro Perulapan,1839,['Salvadoran'],Central American National Wars,,,,,,Land,,No,,,
13331,,,,,NA,,,,,,,,,,,,,,,
13332,San Pedro Sula1919,Honduras,15.5197243,-88.0555301,903,San Pedro Sula,1919,"['San Pedro Sula', 'San Pedro Sula', 'US', 'Bertrand']",Honduran Civil Wars,Draw,,Rafael Lopez Gutierrez,General Vincente Tosta,,Land,,No,,,
13333,,,,,NA,,,,,,,,,,,,,,,
13334,San Petru1611,Romania,45.7061272,25.6207609,903,San Petru,1611,"['San Petru', 'Moldavia', 'San    Petru', 'Brasov', 'Turkish', 'Austria']",Balkan National Wars,Wallachia,Transylvania,,,,Land,,No,,,
13335,,,,,NA,,,,,,,,,,,,,,,
13336,San Roque1829,Argentina,-32.2238519,-64.6486572,903,San Roque,1829,"['San Roque', 'Argentine', 'Unitarist', 'Federalist', 'San    Roque', 'Cordoba']",Argentine Civil Wars,Argentine Unitarists,Argentine Federalists,,,,Land,,No,,,
13337,,,,,NA,,,,,,,,,,,,,,,
13338,San Saba1839,United States,37.09024,-95.712891,904,San Saba,1839,"['San Saba', 'Colorado', 'Texans', 'Neches', 'Bowle', 'Texas']",Cherokee Indian Wars,Texas ,Cherokee Indians,,,,Land,,No,,,1
13339,,,,,NA,,,,,,,,,,,,,,,
,San Saba1758,United States,31.1936168,-98.7488316,"Clodfelter, p265",San Saba,1758,,Spanish Comanche War,Commanche,Spain,,,1,Land,,Battle followed by massacre,"Clodfelter, Warfare and Armed Conflict, p265",,
,,,,,,,,,,,,,,,,,,,,
13340,San Salvador1863,Nicaragua,13.7578212,-86.5375068,904,San Salvador,1863,"['San Salvador', 'Central American', 'El Salvador', 'Nicaraguan', 'Santa Ana', 'San Salvador', 'El Salvador']",Central American National Wars,"Guatemala, Nicaragua",El Salvador,,,,Land,,No,,,
13341,,,,,NA,,,,,,,,,,,,,,,
13342,San Sebastian1813,Spain,43.3072873,-2.0089024,904,San Sebastian,1813,"['San Sebastian', 'Napoleonic', 'Vitoria', 'San Sebastian', 'French']",Napoleonic Wars,"United Kingdom, Spain",France,,,2,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p543",,
13343,,,,,NA,,,,,,,,,,,,,,,
13344,San Sebastian1836,Spain,43.3072873,-2.0089024,904,San Sebastian,1836,"['San Sebastian', 'San Sebastian', 'Navarre', 'Carlists', 'English', 'Spanish', 'Carlists']",1st Carlist War,"Spain, British Legion",Carlists,,,2,Land,,No,"Harbottle's Dictionary of Battles, George Bruce, 1979, p224",,
13345,,,,,NA,,,,,,,,,,,,,,,
13346,Santa Ana1871,Honduras,13.9298289,-87.2787166,904,Santa Ana,1871,"['Santa Ana', 'Central American', 'Salvadorans', 'Honduras', 'Honduran', 'Salvadoran', 'Santa Ana', 'Honduras', 'Honduras', 'Comayagua']",Central American National Wars,"Salvadoran Rebels, Honduras",El Salvador,,,,Land,,No,,,
13347,,,,,NA,,,,,,,,,,,,,,,
13348,Santa Ana Amatlan1865,Mexico,19.1582704,-102.5482836,904,Santa Ana Amatlan,1865,"['Santa Ana Amatlan', 'Santa Ana Amatlan', 'Urupuan']",Mexican-French War,Mexican Conservatives,Mexican Liberals,,,,Land,,Battle followed by massacre,,,
13349,,,,,NA,,,,,,,,,,,,,,,
13350,Santa Clara1958,Cuba,22.4363839,-80.0335515,904,Santa Clara,1958,"['Santa Clara', 'Santa', 'Havana']",Cuban Revolution,Cuban Rebels,Cuba,,,2,Land,,No,"Clodfelter, Warfare and Armed Conflict, p637",,
13351,,,,,NA,,,,,,,,,,,,,,,
13352,Santa Cruz1899,Philippines,14.2651255,121.3658374,904,Santa Cruz,1899,[],Philippine- American War,United States,Philipino Rebels,,,,Land,,No,,,
13353,,,,,NA,,,,,,,,,,,,,,,
13354,Santa Cruz de Rozales1848,Mexico,28.1911923,-105.5775507,905,Santa Cruz de Rozales,1848,"['American', 'Mexican', 'Chihuahua', 'Santa Cruz de Rozales']",American-Mexican War,United States,Mexico,,,1,Land,,No,"Clodfelter, Warfare and Armed Conflict, p248",,
13355,,,,,NA,,,,,,,,,,,,,,,
13356,Santa Cruz de Tenerife1657,Spain,28.4578159,-16.3213541,905,Santa Cruz de Tenerife,1657,"['Spanish', 'Santa Cruz', 'Tenerife', 'Blake']",Anglo-Spanish War,England,Spain,,,,Sea,,No,,,
13357,,,,,NA,,,,,,,,,,,,,,,
13358,Santa Cruz de Tenerife1797,Spain,28.4578159,-16.3213541,905,Santa Cruz de Tenerife,1797,"['French', 'British', 'Manila', 'Spanish', 'the Canary Islands']",French Revolutionary Wars (1st Coalition),Spain,United Kingdom,,,1,Sea,,No,"Encyclopedia of Warfare, Showalter, 2014, p504",,
13359,,,,,NA,,,,,,,,,,,,,,,
13360,Santa Cruz Islands1942,Solomon Islands,-10.9999997,166.25,905,Santa Cruz Islands,1942,"['Cruz Islands', 'Japanese', 'Santa Cruz', 'Americans']",World War II,Japan,United States,,,3,Sea,,No,"Clodfelter, Warfare and Armed Conflict, p519",1,
13361,,,,,NA,,,,,,,,,,,,,,,
13362,Santa Fe1680,United States,35.6826126,-106.0530762,905,Santa Fe,1680,"['New Mexico', 'Spanish', 'Indians', 'El Paso', 'Santa  ', 'Colombian']",Pueblo Rising,Spain,Pueblos,,,1,Land,,No,"Clodfelter, Warfare and Armed Conflict, p66",,
13363,,,,,NA,,,,,,,,,,,,,,,
13364,"Santa Fe de Bogota, Colombia1813",Colombia,4.577127,-74.1766279,905,"Santa Fe de Bogota, Colombia",1813,"['Colombian', 'Ventaquemada', 'Tunja', 'Bogota']",Colombian War of Independence,Centralists,Federalists,,,,Land,,No,,,
13365,,,,,NA,,,,,,,,,,,,,,,
13366,Santa Gertrudis1865,Mexico,27.777796,-105.738477,905,Santa Gertrudis,1865,[],Mexican- French War,Mexican Liberals,Mexican Conservatives,,,1,Land,,No,"5Clodfelter, Warfare and Armed Conflict, p304",,
13367,,,,,NA,,,,,,,,,,,,,,,
13368,"Santa Ines, Mexico1863",Mexico,18.4122125,-98.028608,905,"Santa Ines, Mexico",1863,"['Ines', 'Mexico', 'Mexican-', 'Puebla', 'French', 'Santa Ines']",Mexican-French War,Mexican Liberals,"Mexican Conservatives, France",,,,Land,,No,,,
13369,,,,,NA,,,,,,,,,,,,,,,
13370,"Santa Ines, Venezuela1859",Venezuela,8.2641381,-69.9080204,906,"Santa Ines, Venezuela",1859,"['Santa Ines', 'Venezuela', 'Venezuelan', 'Santa Ines', 'Barinas', 'Constitutionalist']",Venezuelan Federalist Revolt,Federalists,Constitutionalists,,,,Land,,No,,,
13371,,,,,NA,,,,,,,,,,,,,,,
13372,"Santa Isabel, Coahuila1866",Mexico,28.099949,-104.0221697,906,"Santa Isabel, Coahuila",1866,"['Santa Isabel', 'French', 'Santa', 'Republican', 'Imperialist']",Mexican-French War,Mexican Liberals,"Mexican Conservatives, France",,,1,Land,,No,,1,
13373,,,,,NA,,,,,,,,,,,,,,,
13374,"Santa Isabel, Sonora1916",Mexico,29.1191474,-110.9869617,906,"Santa Isabel, Sonora",1916,"['Santa Isabel', 'Santa', 'Sonora', 'American', 'the United States']",Villa's Raids,Massacre,,Pancho Villa Rebels,Civilians,1,Land,,Yes,,1,1
13375,,,,,NA,,,,,,,,,,,,,,,
13376,Santa Lucia1848,Italy,45.7564312,11.8977804,906,Santa Lucia,1848,"['Santa Lucia', 'Sardinia', 'Austria', 'Santa Lucia', 'Treviso']",1st Italian War of Independence,Habsburg Empire,Piedmont,,,3,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p589",,
13377,,,,,NA,,,,,,,,,,,,,,,
,Santa Maria1913,Mexico,28.14255,-110.6951887,"Clodfelter, p374",Santa Maria,1913,,Mexican Revolution,Constitutionalist Rebels,Huerta Regime,,,1,Land,,No,"Clodfelter, Warfare and Armed Conflict, p374",,
,,,,,,,,,,,,,,,,,,,,
13378,Santa Marta1702,Colombia,11.1278653,-75.3593517,906,Santa Marta,1702,"['Santa Marta', 'British', 'Colombia', 'French', 'Santa Marta']",War of the Spanish Succession,France,England,,,,Sea,,No,,,
13379,,,,,NA,,,,,,,,,,,,,,,
,Santa Maura1810,Greece,38.7064829,20.4969563,"Clodfelter, p147",Santa Maura,1810,,Napoleonic Wars (3rd Coalition),"United Kingdom, Corsican Irregulars","France, Greek irregulars",,,1,Land and Sea,,No,"Clodfelter, Warfare and Armed Conflict, p147",,
,,,,,,,,,,,,,,,,,,,,
13380,Santander1812,Spain,43.4623057,-3.8099803,906,Santander,1812,"['Spain', 'British', 'French', 'Mendizabal']",Napoleonic Wars,"United Kingdom, Spain",France,,,,Land and Sea,,No,,,
13381,,,,,NA,,,,,,,,,,,,,,,
13382,Santander1937,Spain,43.4623057,-3.8099803,906,Santander,1937,"['Spanish', 'Basque', 'Bilbao', 'France', 'Basque', 'Republican']",Spanish Civil War,Nationalists,Republicans,,,3,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p799",,
13383,,,,,NA,,,,,,,,,,,,,,,
13384,SantAngelo998,Italy,41.9030632,12.466276,906,SantAngelo,998,"['German', 'Rome']",Later German Imperial Wars,Germany,Anti-Pope John Crescentius,,,,Land,,No,,,
13385,,,,,NA,,,,,,,,,,,,,,,
13386,Santarem1147,Portugal,39.2366618,-8.6860119,907,Santarem,1147,"['Christian', 'Portugal', 'Muslims', 'Portugal', 'Santarem', 'Tagus']",Christian Reconquest of Portugal,Portugal,Almoravid Empire,,,,Land,,Battle followed by massacre,,,
13387,,,,,NA,,,,,,,,,,,,,,,
13388,Santa Rita de Morelos1840,Mexico,28.582277,-100.5628887,907,Santa Rita de Morelos,1840,"['Mexican', 'Federalists']",Mexican Federalist War,Mexico,Mexican Federalist Rebels,,,,Land,,Battle followed by massacre,,,
13389,,,,,NA,,,,,,,,,,,,,,,
13390,"Santa Rosa, Entre Rios1870",Argentina,-36.6193822,-64.3362551,907,"Santa Rosa, Entre Rios",1870,"['Argentine', 'Sarmiento', 'Santa Rosa']",Argentine Civil Wars,Argentina,Argentine Federalist Rebels,,,2,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p625",,
13391,,,,,NA,,,,,,,,,,,,,,,
13392,"Santa Rosa, Honduras1863",Honduras,14.7821805,-88.8086706,907,"Santa Rosa, Honduras",1863,"['Rosa', 'Honduras', 'El Salvador']",Central American National Wars,"Guatemala, Nicaragua",Honduras,,,,Land,,No,,,
13393,,,,,NA,,,,,,,,,,,,,,,
13394,"Santa Rosa, Mendoza1874",Argentina,-33.2545323,-68.1523556,907,"Santa Rosa, Mendoza",1874,"['Santa Rosa', 'Mendoza', 'Argentine', 'Santa Rosa', 'Mendoza']",Argentine Civil Wars,Argentina,Argentine Federalist Rebels,,,1,Land,,No,"Clodfelter, Warfare and Armed Conflict, p317",,
13395,,,,,NA,,,,,,,,,,,,,,,
13396,Santa Rosa de Copan1856,Costa Rica,10.5758178,-85.6456282,907,Santa Rosa de Copan,1856,"['American', 'Nicaragua', 'Costa Rica', 'Filibuster', 'Liberia', 'Costa Rican']",National Filibuster Wars,Costa Rica,Filibusters,,,1,Land,,No,"Clodfelter, Warfare and Armed Conflict, p303",,1
13397,,,,,NA,,,,,,,,,,,,,,,
,Santa Rosa1913,Mexico,26.532742,-109.0143057,"Clodfelter, p374",Santa Rosa,1913,,Mexican Revolution,Constitutionalist Rebels,Huerta Regime,,,1,Land,,No,"Clodfelter, Warfare and Armed Conflict, p372",,
,,,,,,,,,,,,,,,,,,,,
13398,Santa Rosa de Copan1919,Honduras,14.7821805,-88.8086706,907,Santa Rosa de Copan,1919,"['Nicaragua', 'Costa Rica', 'Liberia', 'Nicaragua']",Sapoa Revolution,Costa Rica,Costa Rican Rebels,,,,Land,,No,,,
13399,,,,,NA,,,,,,,,,,,,,,,
13400,Santa Rosa de Copan1955,Honduras,14.7821805,-88.8086706,907,Santa Rosa de Copan,1955,"['Costa Rican', 'Christian']",Costa Rican Civil War,Costa Rican Conservatives,Costa Rican Christian Socialists,,,,Land,,No,,,
13401,,,,,NA,,,,,,,,,,,,,,,
13402,Santa Rosa Island1861,United States,33.9660841,-120.180486,908,Santa Rosa Island,1861,"['Santa Rosa Island', 'American', 'Santa Rosa Island', 'Florida', 'New York']",American Civil War,United States,Confederate States of America,,,,Land,,No,,,
13403,,,,,NA,,,,,,,,,,,,,,,
13404,Santa Vittoria1702,Italy,44.85,10.633333,908,Santa Vittoria,1702,"['Santa Vittoria', 'Spanish', 'Cremona', 'French', 'Santa Vittoria', 'Mantua', 'Luzzara']",War of the Spanish Succession,France,Habsburg Empire,,,1,Land,,No,"The Field and the Forge: Population, Production and Power in the Pre Industrial West, John Landers, Oxford 2003, p387",,
13405,,,,,NA,,,,,,,,,,,,,,,
13406,Santiago1809,Spain,42.8782132,-8.5448445,908,Santiago,1809,"['Napoleonic', 'Spanish', 'Santiago', 'Spanish', 'French']",Napoleonic Wars,Spain,France,,,,Land,,No,,,
13407,,,,,NA,,,,,,,,,,,,,,,
13408,Santiago Bay1898,Cuba,19.869091,-75.8935197,908,Santiago Bay,1898,"['American', 'San Juan', 'Santiago', 'Spanish']",Spanish American War,United States,Spain,,,1,Sea,,No,"Clodfelter, Warfare and Armed Conflict, p255",1,
13409,,,,,NA,,,,,,,,,,,,,,,
13410,Santiago de Cuba1741,Cuba,20.0243223,-75.8961373,908,Santiago de Cuba,1741,"['English', 'Cartagena', 'Santiago', 'Spanish', 'Cuba', 'Santiago']",War of the Austrian Succession,Spain,United Kingdom,,,,Land,,No,,,
13411,,,,,NA,,,,,,,,,,,,,,,
13412,Santiago de Cuba1898,Cuba,20.0243223,-75.8961373,908,Santiago de Cuba,1898,"['American', 'San Juan Hill', 'Spanish', 'Cuba']",Spanish American War,United States,Spain,,,3,Land,,No,"Clodfelter, Warfare and Armed Conflict, p255",,
13413,,,,,NA,,,,,,,,,,,,,,,
13414,Santo Domingo1586,Dominican Republic,18.4860575,-69.9312117,908,Santo Domingo,1586,"['Dominican Republic', 'Spanish']",Drakes Caribean Raid,England,Spain,,,1,Land,,No,"Clodfelter, Warfare and Armed Conflict, p19",,
13415,,,,,NA,,,,,,,,,,,,,,,
13416,Santo Domingo1655,Dominican Republic,18.4731837,-69.8840168,908,Santo Domingo,1655,"['Spanish', 'Cromwellian']",Anglo-Spanish Wars,Spain,England,,,2,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p352",,
13417,,,,,NA,,,,,,,,,,,,,,,
13418,Santo Domingo1802-1803,Dominican Republic,18.4731837,-69.8840168,909,Santo Domingo,1802-1803,"['Napoleonic', 'French', 'Dominican', 'French']",Napoleonic Wars (4th Coalition),United Kingdom,France,,,,Sea,,No,,,
13419,,,,,NA,,,,,,,,,,,,,,,
,Santo Domingo1805,Dominican Republic,18.4860575,-69.9312117,"Showalter, p458",Santo Domingo,1805,,Santo Domingo Rising,France,Haiti,,,3,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p485",,
,,,,,,,,,,,,,,,,,,,,
13420,Santo Domingo1806,Dominican Republic,18.4731837,-69.8840168,909,Santo Domingo,1806,"['Napoleonic', 'France', 'Santo', 'Spanish', 'France', 'Spain', 'El Seibo    Province', 'Santo Domingo City']",Napoleonic Wars (5th Coalition),Spain,France,,,,Land,,No,,,
13421,,,,,NA,,,,,,,,,,,,,,,
13422,Santo Domingo1809,Dominican Republic,18.4860575,-69.9312117,909,Santo Domingo,1809,[],Napoleonic Wars,Spain,France,,,1,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p544",,
13423,,,,,NA,,,,,,,,,,,,,,,
13424,Santo Domingo1965,Dominican Republic,18.4860575,-69.9312117,909,Santo Domingo,1965,[],Dominican Civil War,"United States, Dominican Conservatives",Dominican Leftists,,,2,Land,,No,,,
13425,,,,,NA,,,,,,,,,,,,,,,
13426,"Santuario, Antioquia1829",Colombia,6.1241082,-75.2735732,909,"Santuario, Antioquia",1829,"['Colombian', 'Medellin', 'Bogota', 'Medellin']",Colombian Civil Wars,Colombia,Colombian Rebels,,,1,Land,,No,,,
13427,,,,,NA,,,,,,,,,,,,,,,
13428,"Santuario, Cundinamarca1830",Colombia,4.8649063,-73.8997079,909,"Santuario, Cundinamarca",1830,"['Colombian', 'Venezuelan', 'Bogota', 'Bogota']",Colombian Civil Wars,"Colombian Rebels, Venezuelan Rebels",Colombia,,,,Land,,No,,,
13429,,,,,NA,,,,,,,,,,,,,,,
,Sao Borja1865,Brazil,-28.7214373,-55.8142934,"Clodfelter, p318",Sao Borja,1865,,War of the Triple Alliance,Paraguay,Brazil,,,2,Land,,No,"Clodfelter, Warfare and Armed Conflict, p318",,
,,,,,,,,,,,,,,,,,,,,
13430,Sao del Indio1895,Cuba,21.1944845,-76.6042466,909,Sao del Indio,1895,"['Cuban', 'Spanish', 'Cuban', 'Canella']",2nd Cuban War of Independence,Cuban Rebels,Spain,,,,Land,,No,,,
13431,,,,,NA,,,,,,,,,,,,,,,
13432,Sao Mamede1128,Portugal,40.1629226,-8.8645194,909,Sao Mamede,1128,['Portugal'],Portuguese War of Succession,Alfonso Henriques of Burgundy,"Teresa of Castile, Ferdinand Peres of Galicia",,,,Land,,No,,,
13433,,,,,NA,,,,,,,,,,,,,,,
13434,Sao Miguel1583,Portugal,37.8361322,-24.5673767,910,Sao Miguel,1583,"['Spanish', 'Portuguese', 'Franco-Portuguese', 'Azores', 'Spanish', 'Santa Cruz', 'Spain']",Spanish-Portuguese War,Spain,Portugal,,,,Sea,,No,,,
13435,,,,,NA,,,,,,,,,,,,,,,
,Saorgio1793,Italy,43.9976973,7.4712112,"Clodfelter, p97",Saorgio,1793,,French Revolutionary Wars (1st Coalition),France,"Habsburg Empire, Sardinia",,,3,Land,,No,"Clodfelter, Warfare and Armed Conflict, p97",,
,,,,,,,,,,,,,,,,,,,,
13436,Sao Salvador1574,Angola,-6.267778,14.248056,910,Sao Salvador,1574,"['Sao Salvador', 'Portuguese', 'West Africa', 'Sao       Salvador', 'Angola', 'Portuguese', 'Portuguese', 'Sao Salvador', 'Ambuila', 'Portuguese']",Portuguese Colonial Wars in West Africa,Portugal,Jaga Nomads,,,,Land,,No,,,
13437,,,,,NA,,,,,,,,,,,,,,,
13438,Sapienza1354,Greece,36.766335,21.6729733,910,Sapienza,1354,"['Venetian-Genoese', 'Venice', 'Venice', 'Methone', 'Greece', 'Venetian', 'Genoese']",Venetian-Genoese Wars,Genoa,Venice,,,,Sea,,No,,,
13439,,,,,NA,,,,,,,,,,,,,,,
13440,Sappa Creek1875,United States,39.2577943,-101.9586555,910,Sappa Creek,1875,[],Red River Indian War,United States,Cheyenne Indians,,,1,Land,,No,"Clodfelter, Warfare and Armed Conflict, p271",,1
13441,,,,,NA,,,,,,,,,,,,,,,
13442,Sappony Church1864,United States,36.9712646,-77.6377336,910,Sappony Church,1864,"['American', 'Petersburg', 'Virginia']",American Civil War,Confederate States of America,United States,,,,Land,,No,,,
13443,,,,,NA,,,,,,,,,,,,,,,
13444,Sapri1857,Italy,40.0732469,15.6290106,910,Sapri,1857,"['the Kingdom of', 'Naples', 'Italian']",Pisacane Rebellion,Kingdom of the Two Sicilies,Italian Nationalist Rebels,,,1,Land,,No,,,
13445,,,,,NA,,,,,,,,,,,,,,,
13446,Saragarhi1897,Pakistan,33.5796773,70.8781826,910,Saragarhi,1897,"['Sikhs', 'Britains', 'Indian']",Great Frontier Rising,"Afridi Tribesmen, Orakzai Tribesmen",United Kingdom,,,2,Land,,No,"Encyclopedia of Warfare, Showalter, 2014, p726",,
13447,,,,,NA,,,,,,,,,,,,,,,
13448,Saragossa1118,Spain,41.6488226,-0.8890853,910,Saragossa,1118,"['Christian', 'Spain', 'Aragon-El Batallador', 'Muslims', 'Spain']",Early Christian Reconquest of Spain,Aragon,Umayyad Caliphate,,,,Land,,No,,,
13449,,,,,NA,,,,,,,,,,,,,,,
13450,Saragossa1710,Spain,41.6488226,-0.8890853,911,Saragossa,1710,"['Spain', 'Anglo']",War of the Spanish Succession,"United Kingdom, Austria","France, Spain",,,3,Land,,No,"The Field and the Forge, Landers, p388",,
13451,,,,,NA,,,,,,,,,,,,,,,
13452,Saragossa (1st)1808,Spain,41.6488226,-0.8890853,911,Saragossa (1st),1808,"['Napoleonic', 'French', 'Spain', 'French', 'Baylen', 'Napoleonic', 'Tudela', 'French', 'Spanish', 'Spanish']",Napoleonic Wars,Spain,France,,,2,Land,,No,"The Field and the Forge, Landers, p402",,
13453,,,,,NA,,,,,,,,,,,,,,,
13454,Saragossa1808-1809,Spain,41.6488226,-0.8890853,911,Saragossa,1808-1809,"['Spanish', 'Republican', 'Catalonia', 'Aragon', 'Belchite', 'Nationalist']",Spanish Civil War,Spanish Nationalists,Spanish Republicans,,,3,Land,,No,"The Field and the Forge, Landers, p401",,
13455,,,,,NA,,,,,,,,,,,,,,,
